row_id,property_owner,contractor,professional_permit_processor,overall_experience_obtaining_a_permit,use_permit,demo_permit,construction_permit_building_inspection,construction_permit_construction,construction_permit_encroachment_plan_fire,construction_permit_encroachment_plan_planning,construction_permit_permit_extensions,construction_permit_demolition,construction_permit_electrical,construction_permit_gas_hvac,approximately_how_many_permits_do_you_apply_for,was_your_permit_approved,approximately_how_long_did_it_take_from_the_time_you_applied_for_your_permit_to_receiving_an_approval_or_denial,did_someone_assist_you_with_the_permit_application_process,if_yes_in_which_manner_did_your_receive_assistance_check_all_that_apply,how_would_you_rate_your_overall_experience_obtaining_a_permit_from_the_city_of_baltimore,were_you_aware_that_dhcd_provides_online_tutorials_and_training_session_on_the_permitting_process,have_you_ever_utilized_an_of_the_online_tutorials_available_on_the_dhcd_website_to_assist_in_obtaining_your_permit,easy_or_hard_was_it_to_find_the_information_you_need_on_the_application_portal,how_easy_was_it_to_find_the_information_you_need_on_the_application_portal,challenge_poor_communication_response_time,challenge_conflicting_info,challenge_rude_difficult_staff,positive_negative_opinion_of_portal,improve_customer_service,improve_need_brand_new_process
91,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Phone,Difficult,yes,no,hard,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
92,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,Via email but took an extended amount of time to receive replies back for assistance.,Very Difficult,yes,yes,easy,,TRUE,FALSE,TRUE,negative,TRUE,FALSE
93,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,45 - 60 days,NA,"Phone, email, in person",Very Difficult,no,no,easy,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
94,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
95,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
96,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,both,,FALSE,FALSE,TRUE,negative,TRUE,FALSE
97,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,both,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
98,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,All but phone,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
99,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Phone,Somewhat difficult,no,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
100,TRUE,TRUE,TRUE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
101,TRUE,FALSE,FALSE,easy,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,Email,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
102,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Difficult,no,no,both,,TRUE,FALSE,FALSE,positive,TRUE,TRUE
103,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,Message Board,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
104,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
105,TRUE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,no,Walk-In In-Person,Difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
106,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
107,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,NA,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
108,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
109,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
110,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Email,Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
111,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,Greater than 60 days,NA,"phone,Email  & Message Board",Very Difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
112,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
113,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 per year,NA,Greater than 60 days,NA,Phone,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,FALSE,FALSE
114,TRUE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Can't uncheck the box.  This survey is the same caliber as the epermits.,Somewhat difficult,yes,yes,both,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
115,FALSE,FALSE,TRUE,easy,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,yes,no,hard,,TRUE,FALSE,FALSE,positive,FALSE,TRUE
116,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,FALSE,TRUE,FALSE,negative,TRUE,FALSE
117,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Message Board,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
118,FALSE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Sometimes phone (Franc Udenta has been the only one in the last 2 years to answer a phone call) and sometimes email.,Easy,yes,yes,both,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
119,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,Message Board,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
120,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,45 - 60 days,NA,Email,Very Difficult,yes,no,hard,,TRUE,TRUE,FALSE,negative,FALSE,TRUE
121,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,yes,both,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
122,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Message board entries go unanswered. Emails are rarely answered. The phone is almost never answered.,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
123,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
124,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
125,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,no,"This question says ""check all that apply"" but only allows one response. It unchecks the other response when I check a new one.",Difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,TRUE
126,FALSE,TRUE,TRUE,very difficult,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
127,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
128,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,yes,yes,both,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
129,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
130,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,TRUE,negative,FALSE,FALSE
131,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
132,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
133,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
134,TRUE,FALSE,FALSE,very easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,NA,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
135,FALSE,FALSE,TRUE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Phone,Very Easy,no,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
136,FALSE,TRUE,FALSE,somewhat difficult,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
137,FALSE,TRUE,FALSE,somewhat difficult,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
138,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
139,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,Phone,Very Easy,yes,yes,easy,,TRUE,FALSE,FALSE,positive,FALSE,TRUE
140,FALSE,FALSE,TRUE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
141,FALSE,TRUE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
142,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
143,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Very Difficult,yes,yes,both,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
144,FALSE,FALSE,TRUE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Email,Somewhat difficult,no,no,easy,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
145,TRUE,FALSE,FALSE,difficult,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
146,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,After multiple phone calls and unanswered emails we went in person as walk-in's,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
147,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
148,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,NA,Very Difficult,yes,yes,easy,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
149,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
150,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Na,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
151,FALSE,FALSE,TRUE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,no,Email,Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
152,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,TRUE,TRUE,FALSE,negative,TRUE,FALSE
153,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
154,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Message Board,Very Difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
155,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
156,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,45 - 60 days,NA,I did ALL of the above  but you can't check all  the boxes....this is a good example of the bugs in menus,Somewhat difficult,yes,yes,both,,TRUE,FALSE,FALSE,positive,FALSE,TRUE
157,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Phone,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
158,TRUE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,TRUE,negative,TRUE,FALSE
159,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,both,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
160,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Somewhat difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
161,TRUE,TRUE,FALSE,difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5 per year,Yes,15 - 30 days,NA,NA,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
162,TRUE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Email,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
163,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
164,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
165,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,NA,Less than 15 days,NA,NA,Somewhat difficult,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
166,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
167,TRUE,TRUE,FALSE,very easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Walk-In In-Person,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
168,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1 per year,Yes,45 - 60 days,NA,Message Board,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
169,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Email,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
170,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,45 - 60 days,no,Email,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
171,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
172,TRUE,FALSE,FALSE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
173,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
174,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,No,Less than 15 days,no,Message Board,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
175,TRUE,TRUE,FALSE,easy,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
176,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
177,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Somewhat difficult,no,no,both,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
178,FALSE,TRUE,FALSE,very difficult,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,no,Call the expediter.,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
179,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,"When I have had an issue I would start with the message board, then call and then send an email. No one has ever answered a call",Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
180,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
181,FALSE,TRUE,TRUE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5 per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
182,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,no,Message Board,Difficult,yes,no,both,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
